Date,Open,High,Low,Close*,Adj Close**,Volume
"Jan 21, 2021","31,198.01","31,272.22","31,120.92","31,176.01","31,176.01","41,87,80,000"
"Jan 20, 2021","31,017.54","31,235.98","30,997.79","31,188.38","31,188.38","38,49,80,000"
"Jan 19, 2021","30,887.42","31,086.62","30,865.03","30,930.52","30,930.52","38,64,00,000"
"Jan 15, 2021","30,926.77","30,941.98","30,612.67","30,814.26","30,814.26","43,30,00,000"
"Jan 14, 2021","31,085.67","31,223.78","30,982.24","30,991.52","30,991.52","42,78,10,000"
"Jan 13, 2021","31,084.88","31,153.37","30,992.05","31,060.47","31,060.47","41,32,50,000"
"Jan 12, 2021","31,015.01","31,114.56","30,888.76","31,068.69","31,068.69","36,26,20,000"
"Jan 11, 2021","31,015.37","31,096.98","30,832.06","31,008.69","31,008.69","35,65,40,000"
"Jan 08, 2021","31,069.58","31,140.67","30,793.27","31,097.97","31,097.97","38,11,50,000"
"Jan 07, 2021","30,901.18","31,193.40","30,897.86","31,041.13","31,041.13","42,78,10,000"
"Jan 06, 2021","30,362.78","31,022.65","30,313.07","30,829.40","30,829.40","50,04,30,000"
"Jan 05, 2021","30,204.25","30,504.89","30,141.78","30,391.60","30,391.60","35,09,10,000"
"Jan 04, 2021","30,627.47","30,674.28","29,881.82","30,223.89","30,223.89","47,50,80,000"
"Dec 31, 2020","30,417.64","30,637.47","30,344.50","30,606.48","30,606.48","28,44,70,000"
"Dec 30, 2020","30,415.09","30,525.35","30,393.04","30,409.56","30,409.56","29,18,90,000"
"Dec 29, 2020","30,492.07","30,588.79","30,274.24","30,335.67","30,335.67","35,76,10,000"
"Dec 28, 2020","30,283.23","30,525.56","30,283.23","30,403.97","30,403.97","30,24,90,000"
"Dec 24, 2020","30,155.92","30,209.67","30,099.30","30,199.87","30,199.87","14,55,70,000"
"Dec 23, 2020","30,046.73","30,292.53","30,046.73","30,129.83","30,129.83","27,40,50,000"
"Dec 22, 2020","30,200.20","30,200.20","29,992.89","30,015.51","30,015.51","38,88,10,000"
"Dec 21, 2020","30,159.00","30,304.14","29,755.53","30,216.45","30,216.45","43,74,80,000"
"Dec 18, 2020","30,314.26","30,343.59","30,029.44","30,179.05","30,179.05","78,20,70,000"
"Dec 17, 2020","30,216.00","30,323.78","30,216.00","30,303.37","30,303.37","34,55,30,000"
"Dec 16, 2020","30,191.38","30,236.03","30,080.11","30,154.54","30,154.54","34,45,90,000"
"Dec 15, 2020","29,919.09","30,243.26","29,894.95","30,199.31","30,199.31","41,77,70,000"
"Dec 14, 2020","30,123.91","30,325.79","29,849.15","29,861.55","29,861.55","37,19,80,000"
"Dec 11, 2020","29,988.21","30,071.13","29,820.84","30,046.37","30,046.37","39,38,70,000"
"Dec 10, 2020","30,032.55","30,063.87","29,876.82","29,999.26","29,999.26","32,55,50,000"
"Dec 09, 2020","30,229.81","30,319.70","29,951.85","30,068.81","30,068.81","38,05,20,000"
"Dec 08, 2020","29,997.95","30,246.22","29,972.07","30,173.88","30,173.88","31,11,90,000"
"Dec 07, 2020","30,233.03","30,233.03","29,967.22","30,069.79","30,069.79","36,58,10,000"
"Dec 04, 2020","29,989.56","30,218.26","29,989.56","30,218.26","30,218.26","35,65,90,000"
"Dec 03, 2020","29,920.83","30,110.88","29,877.27","29,969.52","29,969.52","40,56,80,000"
"Dec 02, 2020","29,695.09","29,902.51","29,599.29","29,883.79","29,883.79","38,52,80,000"
"Dec 01, 2020","29,797.50","30,083.31","29,797.50","29,823.92","29,823.92","42,95,10,000"
"Nov 30, 2020","29,854.51","29,854.51","29,463.64","29,638.64","29,638.64","55,13,50,000"
"Nov 27, 2020","29,911.33","30,015.13","29,819.98","29,910.37","29,910.37","17,70,40,000"
"Nov 25, 2020","30,058.87","30,058.87","29,806.25","29,872.47","29,872.47","32,30,30,000"
"Nov 24, 2020","29,746.11","30,116.51","29,746.11","30,046.24","30,046.24","43,27,60,000"
"Nov 23, 2020","29,332.82","29,667.75","29,332.82","29,591.27","29,591.27","38,72,00,000"
"Nov 20, 2020","29,437.57","29,469.89","29,231.20","29,263.48","29,263.48","30,53,50,000"
"Nov 19, 2020","29,370.92","29,524.90","29,228.38","29,483.23","29,483.23","33,13,30,000"
"Nov 18, 2020","29,875.40","29,930.85","29,432.84","29,438.42","29,438.42","38,28,50,000"
"Nov 17, 2020","29,800.15","29,872.42","29,520.29","29,783.35","29,783.35","37,23,80,000"
"Nov 16, 2020","29,672.36","29,964.29","29,672.36","29,950.44","29,950.44","41,82,90,000"
"Nov 13, 2020","29,203.90","29,559.25","29,203.90","29,479.81","29,479.81","34,88,10,000"
"Nov 12, 2020","29,231.91","29,311.83","28,902.13","29,080.17","29,080.17","36,93,20,000"
"Nov 11, 2020","29,524.35","29,593.11","29,281.22","29,397.63","29,397.63","37,67,00,000"
"Nov 10, 2020","29,254.17","29,478.86","29,126.99","29,420.92","29,420.92","52,69,80,000"
"Nov 09, 2020","29,467.90","29,933.83","29,130.66","29,157.97","29,157.97","67,33,10,000"
"Nov 06, 2020","28,399.13","28,431.96","28,189.50","28,323.40","28,323.40","32,67,10,000"
"Nov 05, 2020","28,083.37","28,495.05","28,083.37","28,390.18","28,390.18","39,01,40,000"
"Nov 04, 2020","27,512.83","28,301.50","27,512.83","27,847.66","27,847.66","44,78,60,000"
"Nov 03, 2020","27,138.69","27,640.21","27,138.69","27,480.03","27,480.03","35,09,80,000"
"Nov 02, 2020","26,691.28","27,043.48","26,691.28","26,925.05","26,925.05","37,99,90,000"
"Oct 30, 2020","26,572.27","26,639.18","26,143.77","26,501.60","26,501.60","50,48,20,000"
"Oct 29, 2020","26,480.98","26,891.89","26,290.78","26,659.11","26,659.11","41,97,70,000"
"Oct 28, 2020","27,102.14","27,102.14","26,497.39","26,519.95","26,519.95","49,61,50,000"
"Oct 27, 2020","27,651.18","27,707.69","27,457.96","27,463.19","27,463.19","36,64,00,000"
"Oct 26, 2020","28,185.82","28,185.82","27,370.16","27,685.38","27,685.38","40,41,50,000"
"Oct 23, 2020","28,409.65","28,436.52","28,149.82","28,335.57","28,335.57","34,73,00,000"
"Oct 22, 2020","28,197.42","28,421.31","28,040.18","28,363.66","28,363.66","33,03,20,000"
"Oct 21, 2020","28,270.66","28,450.64","28,196.39","28,210.82","28,210.82","29,94,20,000"
"Oct 20, 2020","28,245.85","28,575.03","28,243.04","28,308.79","28,308.79","35,02,20,000"
"Oct 19, 2020","28,633.55","28,711.93","28,139.40","28,195.42","28,195.42","35,87,00,000"
"Oct 16, 2020","28,570.72","28,842.90","28,570.72","28,606.31","28,606.31","35,61,40,000"
"Oct 15, 2020","28,323.40","28,535.85","28,181.54","28,494.20","28,494.20","32,89,40,000"
"Oct 14, 2020","28,731.30","28,792.56","28,461.73","28,514.00","28,514.00","37,08,00,000"
"Oct 13, 2020","28,764.95","28,808.84","28,604.35","28,679.81","28,679.81","52,61,10,000"
"Oct 12, 2020","28,671.12","28,957.90","28,659.67","28,837.52","28,837.52","49,36,80,000"
"Oct 09, 2020","28,533.61","28,676.29","28,440.63","28,586.90","28,586.90","32,40,50,000"
"Oct 08, 2020","28,348.86","28,459.13","28,265.56","28,425.51","28,425.51","31,47,50,000"
"Oct 07, 2020","27,971.36","28,369.66","27,971.36","28,303.46","28,303.46","32,87,50,000"
"Oct 06, 2020","28,214.24","28,354.48","27,728.03","27,772.76","27,772.76","43,50,30,000"
"Oct 05, 2020","27,825.42","28,162.64","27,825.42","28,148.64","28,148.64","31,82,10,000"
"Oct 02, 2020","27,536.39","27,861.43","27,382.94","27,682.81","27,682.81","39,27,70,000"
"Oct 01, 2020","27,940.63","28,041.46","27,669.26","27,816.90","27,816.90","37,34,50,000"
"Sep 30, 2020","27,514.64","28,026.33","27,511.06","27,781.70","27,781.70","45,25,50,000"
"Sep 29, 2020","27,560.24","27,605.60","27,338.09","27,452.66","27,452.66","30,38,20,000"
"Sep 28, 2020","27,362.14","27,722.60","27,362.14","27,584.06","27,584.06","40,18,60,000"
"Sep 25, 2020","26,694.51","27,239.29","26,635.38","27,173.96","27,173.96","38,89,00,000"
"Sep 24, 2020","26,716.09","27,094.85","26,537.01","26,815.44","26,815.44","44,78,10,000"
"Sep 23, 2020","27,413.60","27,464.46","26,716.12","26,763.13","26,763.13","45,94,70,000"
"Sep 22, 2020","27,170.34","27,333.09","26,989.93","27,288.18","27,288.18","42,07,20,000"
"Sep 21, 2020","27,484.71","27,484.71","26,715.15","27,147.70","27,147.70","52,36,60,000"
"Sep 18, 2020","27,864.87","27,946.69","27,487.97","27,657.42","27,657.42","69,87,10,000"
"Sep 17, 2020","27,834.18","28,056.79","27,647.93","27,901.98","27,901.98","43,72,30,000"
"Sep 16, 2020","28,031.69","28,364.77","28,021.67","28,032.38","28,032.38","41,66,50,000"
"Sep 15, 2020","28,139.76","28,231.06","27,931.45","27,995.60","27,995.60","41,45,20,000"
"Sep 14, 2020","27,718.74","28,086.06","27,718.74","27,993.33","27,993.33","38,07,50,000"
"Sep 11, 2020","27,613.86","27,828.82","27,448.15","27,665.64","27,665.64","43,53,30,000"
"Sep 10, 2020","28,022.51","28,174.78","27,447.08","27,534.58","27,534.58","44,28,50,000"
"Sep 09, 2020","27,711.71","28,206.21","27,704.54","27,940.47","27,940.47","46,05,90,000"
"Sep 08, 2020","27,925.23","27,925.23","27,464.90","27,500.89","27,500.89","58,08,60,000"
"Sep 04, 2020","28,341.05","28,539.75","27,664.68","28,133.31","28,133.31","69,46,40,000"
"Sep 03, 2020","29,090.70","29,199.35","28,074.76","28,292.73","28,292.73","65,00,80,000"
"Sep 02, 2020","28,736.79","29,162.88","28,713.53","29,100.50","29,100.50","53,95,10,000"
"Sep 01, 2020","28,439.61","28,659.26","28,290.72","28,645.66","28,645.66","42,34,10,000"
"Aug 31, 2020","28,643.66","28,643.66","28,363.55","28,430.05","28,430.05","51,73,20,000"
"Aug 28, 2020","28,601.29","28,733.35","28,487.98","28,653.87","28,653.87","36,97,40,000"
"Aug 27, 2020","28,384.07","28,634.22","28,363.93","28,492.27","28,492.27","40,43,40,000"
"Aug 26, 2020","28,257.88","28,353.80","28,153.91","28,331.92","28,331.92","32,70,70,000"
"Aug 25, 2020","28,347.42","28,400.74","28,094.57","28,248.44","28,248.44","33,84,20,000"
"Aug 24, 2020","28,077.58","28,314.94","28,041.75","28,308.46","28,308.46","38,38,80,000"
"Aug 21, 2020","27,758.13","27,959.48","27,686.78","27,930.33","27,930.33","37,27,20,000"
"Aug 20, 2020","27,622.68","27,781.46","27,526.25","27,739.73","27,739.73","30,45,50,000"
"Aug 19, 2020","27,811.26","27,920.42","27,647.67","27,692.88","27,692.88","31,14,60,000"
"Aug 18, 2020","27,853.48","27,891.12","27,668.79","27,778.07","27,778.07","27,61,70,000"
"Aug 17, 2020","27,970.05","27,999.81","27,816.40","27,844.91","27,844.91","28,68,60,000"
"Aug 14, 2020","27,828.93","27,977.81","27,759.39","27,931.02","27,931.02","27,55,40,000"
"Aug 13, 2020","27,922.51","27,986.10","27,789.78","27,896.72","27,896.72","36,01,60,000"
"Aug 12, 2020","27,860.24","28,043.89","27,843.32","27,976.84","27,976.84","34,02,10,000"
"Aug 11, 2020","27,961.64","28,154.88","27,624.51","27,686.91","27,686.91","42,82,20,000"
"Aug 10, 2020","27,488.21","27,803.86","27,488.21","27,791.44","27,791.44","36,03,40,000"
"Aug 07, 2020","27,321.68","27,456.24","27,223.55","27,433.48","27,433.48","32,11,70,000"
"Aug 06, 2020","27,170.82","27,394.10","27,145.25","27,386.98","27,386.98","32,24,60,000"
"Aug 05, 2020","26,924.78","27,221.67","26,924.78","27,201.52","27,201.52","36,60,00,000"
"Aug 04, 2020","26,664.61","26,832.72","26,597.82","26,828.47","26,828.47","34,63,50,000"
"Aug 03, 2020","26,542.32","26,707.26","26,534.38","26,664.40","26,664.40","43,93,80,000"
"Jul 31, 2020","26,409.33","26,440.02","26,013.59","26,428.32","26,428.32","48,80,50,000"
"Jul 30, 2020","26,367.42","26,374.93","25,992.28","26,313.65","26,313.65","35,15,40,000"
"Jul 29, 2020","26,388.44","26,602.45","26,375.39","26,539.57","26,539.57","34,75,80,000"
"Jul 28, 2020","26,529.45","26,556.84","26,361.71","26,379.28","26,379.28","36,10,90,000"
"Jul 27, 2020","26,447.67","26,625.46","26,426.92","26,584.77","26,584.77","40,09,30,000"
"Jul 24, 2020","26,533.41","26,625.70","26,402.86","26,469.89","26,469.89","49,41,70,000"
"Jul 23, 2020","26,955.97","26,973.85","26,560.04","26,652.33","26,652.33","41,98,00,000"
"Jul 22, 2020","26,824.56","27,035.24","26,794.19","27,005.84","27,005.84","40,43,40,000"
"Jul 21, 2020","26,833.14","27,025.38","26,766.22","26,840.40","26,840.40","36,49,30,000"
"Jul 20, 2020","26,660.29","26,765.02","26,504.20","26,680.87","26,680.87","30,93,90,000"
"Jul 17, 2020","26,774.62","26,808.43","26,619.88","26,671.95","26,671.95","29,64,60,000"
"Jul 16, 2020","26,746.57","26,879.16","26,590.01","26,734.71","26,734.71","28,73,30,000"
"Jul 15, 2020","27,009.81","27,071.33","26,692.48","26,870.10","26,870.10","38,49,00,000"
"Jul 14, 2020","26,044.17","26,690.52","25,994.98","26,642.59","26,642.59","40,16,40,000"
"Jul 13, 2020","26,225.07","26,639.09","26,044.23","26,085.80","26,085.80","42,53,20,000"
"Jul 10, 2020","25,690.35","26,101.32","25,637.50","26,075.30","26,075.30","33,81,70,000"
"Jul 09, 2020","26,094.92","26,103.28","25,523.51","25,706.09","25,706.09","38,76,10,000"
"Jul 08, 2020","25,950.06","26,109.49","25,816.25","26,067.28","26,067.28","33,73,00,000"
"Jul 07, 2020","26,172.01","26,174.93","25,866.58","25,890.18","25,890.18","34,68,20,000"
"Jul 06, 2020","25,996.08","26,297.53","25,996.08","26,287.03","26,287.03","34,06,90,000"
"Jul 02, 2020","25,936.45","26,204.41","25,778.12","25,827.36","25,827.36","34,91,30,000"
"Jul 01, 2020","25,879.38","26,019.31","25,713.61","25,734.97","25,734.97","37,31,80,000"
"Jun 30, 2020","25,512.43","25,905.38","25,475.14","25,812.88","25,812.88","41,07,80,000"
"Jun 29, 2020","25,152.45","25,601.15","25,096.16","25,595.80","25,595.80","37,80,70,000"
"Jun 26, 2020","25,641.69","25,641.69","24,971.03","25,015.55","25,015.55","64,08,60,000"
"Jun 25, 2020","25,365.22","25,769.61","25,209.79","25,745.60","25,745.60","38,45,60,000"
"Jun 24, 2020","25,992.96","25,992.96","25,296.73","25,445.94","25,445.94","45,01,20,000"
"Jun 23, 2020","26,159.39","26,314.97","26,105.97","26,156.10","26,156.10","38,99,80,000"
"Jun 22, 2020","25,865.08","26,059.81","25,667.68","26,024.96","26,024.96","35,17,80,000"
"Jun 19, 2020","26,213.10","26,451.44","25,759.66","25,871.46","25,871.46","66,93,90,000"
"Jun 18, 2020","26,016.45","26,154.20","25,848.53","26,080.10","26,080.10","32,83,90,000"
"Jun 17, 2020","26,330.52","26,400.07","26,068.41","26,119.61","26,119.61","32,88,30,000"
"Jun 16, 2020","26,326.68","26,611.03","25,811.70","26,289.98","26,289.98","48,95,00,000"
"Jun 15, 2020","25,270.39","25,891.58","24,843.18","25,763.16","25,763.16","46,12,30,000"
"Jun 12, 2020","25,659.42","25,965.55","25,078.41","25,605.54","25,605.54","51,44,40,000"
"Jun 11, 2020","26,282.51","26,294.08","25,082.72","25,128.17","25,128.17","64,77,80,000"
"Jun 10, 2020","27,251.89","27,355.22","26,938.05","26,989.99","26,989.99","44,89,30,000"
"Jun 09, 2020","27,447.37","27,447.37","27,151.06","27,272.30","27,272.30","38,14,30,000"
"Jun 08, 2020","27,232.93","27,580.21","27,232.48","27,572.44","27,572.44","43,02,00,000"
"Jun 05, 2020","26,836.80","27,338.30","26,836.80","27,110.98","27,110.98","54,23,10,000"
"Jun 04, 2020","26,226.49","26,384.10","26,082.31","26,281.82","26,281.82","37,21,90,000"
"Jun 03, 2020","25,906.88","26,337.75","25,906.88","26,269.89","26,269.89","39,87,90,000"
"Jun 02, 2020","25,582.52","25,743.13","25,523.74","25,742.65","25,742.65","35,26,10,000"
"Jun 01, 2020","25,342.99","25,508.83","25,220.66","25,475.02","25,475.02","33,83,10,000"
"May 29, 2020","25,324.15","25,482.80","25,031.67","25,383.11","25,383.11","52,76,20,000"
"May 28, 2020","25,697.36","25,758.79","25,358.73","25,400.64","25,400.64","37,78,00,000"
"May 27, 2020","25,298.63","25,551.56","25,009.87","25,548.27","25,548.27","41,12,30,000"
